"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"213","Bobby Brown","WR","FA","0","0","0","0","0","-","0","-","0","0","0","0","-","0","-","0","-","0","0","0"
"213","Irvin Charles","WR","NYJ","-","0","0","0","0","0","0","0","0","0","0","BYE","0","-","-","-","-","-","0","0"
"213","Brenden Rice","WR","LAC","-","-","-","-","BYE","-","0","-","-","-","-","-","-","-","-","-","-","-","0","0"
"213","Bryce Ford-Wheaton","WR","NYG","-","0","0","-","0","-","0","-","-","-","BYE","-","0","0","-","-","-","-","0","0"
"213","Erik Ezukanma","WR","MIA","-","-","0","-","-","BYE","-","-","-","-","-","-","-","-","-","0","-","-","0","0"
"213","Trishton Jackson","WR","ARI","-","0","0","-","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","0","0"
"213","Cody Thompson","WR","TB","-","-","-","-","0","-","-","-","-","-","BYE","-","-","-","-","-","-","-","0","0"
"213","Xavier Weaver","WR","ARI","-","-","-","-","-","0","-","-","-","-","BYE","-","-","-","-","-","-","0","0","0"
"213","Equanimeous St. Brown","WR","SF","-","-","-","-","-","0","0","0","BYE","-","-","-","-","-","-","-","-","-","0","0"
"213","Roman Wilson","WR","PIT","-","-","-","-","-","0","-","-","BYE","-","-","-","-","-","-","-","-","-","0","0"
"213","Justin Shorter","WR","LV","-","-","-","-","-","-","0","0","0","BYE","0","0","0","-","-","-","0","-","0","0"
"213","Elijah Cooks","WR","PHI","-","-","-","-","BYE","-","-","-","0","-","-","-","0","-","0","-","-","-","0","0"
"213","Dez Fitzpatrick","WR","LAC","-","-","-","-","BYE","-","-","-","-","-","-","-","-","-","-","-","-","0","0","0"
"252","Velus Jones Jr.","WR","NO","-0.1","-","-","-","-","-","-","-","-","-","-","BYE","-","-","-","-","0","-","-0.1","-0.1"
"252","Jermaine Jackson","WR","FA","-","-","-","-","-","-","0","0","-0.1","0","-","-","-","-","-","-","-","-","0","-0.1"
"254","Brycen Tremayne","WR","CAR","-","-","-","-","-0.2","-","-","-","-","-","BYE","-","-","-","-","-","0","-","-0.1","-0.2"
"255","Steven Sims Jr.","WR","SEA","0","0","0","-2","-","0","-","-","0","0","-","-","-","-","-","-","0","0","-0.2","-2"
"256","Kadarius Toney","WR","FA","-","-","-","-","-","-","-","-","-","-","-0.7","-","0.3","-2","-","-","-","-","-0.8","-2.4"
"257","Jha'Quan Jackson","WR","TEN","0","0","0","0","BYE","0","0","0","0.3","0","0","-2","-2","-","-","-","-","-","-0.3","-3.7"
"258","Dee Williams","WR","NYG","-2","0","0","0","0","0","0","-2","0","-","0","0","-2","-","0","-","-","-","-0.5","-6"
""
""
