"#","Player","Pos","Team","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","AVG","TTL"
"115","Andrew Beck","TE","NYJ","-","-","-","-","0","0","0","-","-","-","-","BYE","-","-","-","0","-","-","0","0"
"115","Mitchell Wilcox","TE","FA","-","-","-","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","0","0"
"115","Brady Russell","TE","SEA","0","0","0","0","0","0","0","0","0","BYE","-","-","0","0","-","-","-","-","0","0"
"115","Ko Kieft","TE","TB","0","0","0","0","0","0","0","0","0","0","BYE","0","0","0","0","0","0","0","0","0"
"115","Rodney Williams","TE","FA","-","-","0","-","-","0","-","0","-","-","-","-","-","-","-","-","-","-","0","0"
"115","Jordan Matthews","TE","FA","0","0","-","-","-","-","-","-","0","-","-","-","-","-","-","-","-","-","0","0"
"115","Anthony Firkser","TE","FA","0","-","-","-","-","0","-","0","-","-","-","-","0","-","0","0","-","-","0","0"
"115","Robert Tonyan","TE","KC","-","-","0","0","0","BYE","0","0","-","-","-","-","-","-","-","-","-","-","0","0"
"115","Teagan Quitoriano","TE","ATL","-","-","-","-","-","0","0","0","0","0","0","0","-","-","-","-","-","-","0","0"
"115","Nick Muse","TE","PHI","0","0","-","-","BYE","-","-","-","-","-","-","0","0","-","-","-","-","-","0","0"
"115","Jake Tonges","TE","SF","0","0","0","0","-","0","0","0","BYE","0","-","0","-","0","-","-","-","0","0","0"
"115","C.J. Uzomah","TE","FA","-","-","-","-","-","-","-","-","-","-","0","0","0","0","0","0","0","-","0","0"
"115","Tyler Mabry","TE","CAR","-","-","-","-","-","-","-","-","-","-","0","0","-","-","-","-","-","-","0","0"
"115","Colson Yankoff","TE","WAS","-","0","-","0","0","-","0","-","-","-","-","-","-","BYE","-","-","-","-","0","0"
"115","Parker Hesse","TE","FA","0","0","0","0","-","0","0","0","-","-","-","-","-","-","-","-","-","-","0","0"
"115","James Winchester","TE","KC","-","-","0","-","-","BYE","-","-","-","-","-","-","-","-","-","-","0","-","0","0"
"115","Travis Vokolek","TE","ARI","-","-","-","0","-","-","-","-","-","-","BYE","-","-","-","-","-","-","-","0","0"
"115","Leroy Watson IV","TE","MIN","-","-","-","-","-","0","-","0","0","0","-","-","-","-","-","-","-","-","0","0"
""
""
